.1.3.6.1.4.1.4458.1000.1.1.1.0 "PTMP SU"
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.47 15
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.48 14
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.49 14
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.50 14
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.51 14
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.52 14
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.53 14
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.54 14
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.55 14
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.56 14
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.57 14
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.58 14
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.59 14
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.60 14
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.61 14
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.62 14
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.63 14
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.64 14
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.65 14
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.66 14
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.67 14
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.68 13
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.69 14
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.70 14
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.71 14
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.72 13
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.73 13
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.74 12
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.75 12
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.76 12
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.77 13
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.78 24
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.79 12
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.80 13
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.81 12
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.82 12
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.83 14
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.84 13
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.85 13
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.86 14
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.87 12
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.88 13
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.89 12
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.90 12
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.91 12
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.92 13
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.93 15
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.94 14
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.95 13
.1.3.6.1.4.1.4458.1000.1.6.5.1.7.101.96 12
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.1 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.2 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.3 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.4 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.5 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.6 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.7 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.8 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.9 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.10 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.11 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.12 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.13 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.14 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.15 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.16 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.17 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.18 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.19 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.20 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.21 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.22 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.23 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.24 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.25 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.26 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.27 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.28 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.29 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.30 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.31 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.32 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.33 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.34 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.35 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.36 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.37 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.38 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.39 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.40 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.41 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.42 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.43 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.44 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.45 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.46 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.47 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.48 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.49 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.50 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.51 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.52 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.53 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.54 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.55 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.56 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.57 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.58 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.59 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.60 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.61 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.62 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.63 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.64 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.65 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.66 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.67 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.68 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.69 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.70 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.71 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.72 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.73 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.74 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.75 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.76 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.77 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.78 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.79 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.80 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.81 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.82 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.83 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.84 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.85 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.86 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.87 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.88 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.89 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.90 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.91 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.92 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.93 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.94 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.95 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.8.101.96 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.1 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.2 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.3 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.4 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.5 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.6 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.7 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.8 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.9 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.10 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.11 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.12 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.13 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.14 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.15 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.16 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.17 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.18 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.19 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.20 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.21 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.22 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.23 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.24 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.25 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.26 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.27 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.28 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.29 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.30 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.31 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.32 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.33 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.34 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.35 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.36 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.37 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.38 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.39 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.40 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.41 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.42 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.43 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.44 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.45 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.46 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.47 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.48 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.49 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.50 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.51 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.52 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.53 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.54 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.55 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.56 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.57 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.58 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.59 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.60 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.61 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.62 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.63 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.64 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.65 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.66 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.67 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.68 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.69 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.70 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.71 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.72 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.73 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.74 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.75 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.76 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.77 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.78 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.79 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.80 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.81 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.82 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.83 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.84 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.85 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.86 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.87 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.88 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.89 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.90 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.91 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.92 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.93 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.94 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.95 0
.1.3.6.1.4.1.4458.1000.1.6.5.1.9.101.96 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.1 1
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.2 2
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.3 3
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.4 4
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.5 5
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.6 6
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.7 7
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.8 8
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.9 9
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.10 10
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.11 11
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.12 12
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.13 13
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.14 14
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.15 15
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.16 16
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.17 17
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.18 18
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.19 19
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.20 20
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.21 21
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.22 22
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.23 23
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.24 24
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.25 25
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.26 26
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.27 27
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.28 28
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.29 29
.1.3.6.1.4.1.4458.1000.1.6.6.1.1.101.30 30
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.1 -58
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.2 -59
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.3 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.4 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.5 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.6 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.7 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.8 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.9 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.10 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.11 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.12 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.13 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.14 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.15 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.16 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.17 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.18 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.19 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.20 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.21 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.22 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.23 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.24 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.25 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.26 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.27 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.28 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.29 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.2.101.30 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.1 -53
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.2 -53
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.3 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.4 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.5 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.6 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.7 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.8 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.9 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.10 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.11 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.12 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.13 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.14 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.15 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.16 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.17 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.18 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.19 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.20 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.21 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.22 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.23 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.24 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.25 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.26 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.27 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.28 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.29 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.3.101.30 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.1 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.2 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.3 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.4 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.5 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.6 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.7 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.8 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.9 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.10 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.11 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.12 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.13 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.14 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.15 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.16 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.17 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.18 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.19 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.20 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.21 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.22 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.23 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.24 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.25 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.26 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.27 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.28 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.29 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.4.101.30 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.1 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.2 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.3 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.4 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.5 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.6 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.7 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.8 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.9 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.10 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.11 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.12 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.13 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.14 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.15 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.16 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.17 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.18 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.19 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.20 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.21 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.22 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.23 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.24 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.25 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.26 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.27 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.28 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.29 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.5.101.30 0
.1.3.6.1.4.1.4458.1000.1.6.6.1.6.101.1 10
.1.3.6.1.4.1.4458.1000.1.6.6.1.6.101.2 9
.1.3.6.1.4.1.4458.1000.1.6.6.1.6.101.3 -30
.1.3.6.1.4.1.4458.1000.1.6.6.1.6.101.4 -30
.1.3.6.1.4.1.4458.1000.1.6.6.1.6.101.5 -30
.1.3.6.1.4.1.4458.1000.1.6.6.1.6.101.6 -30
